id,ticker,financialGroup,displayName,createdAt,updatedAt
1,A1CAP,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:42.581,2025-10-19 22:23:48.606
2,A1YEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:47.537,2025-10-19 22:23:49.963
3,ACSEL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:52.815,2025-10-19 22:23:51.961
4,ADEL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:55.013,2025-10-19 22:23:53.527
5,ADESE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:56.582,2025-10-19 22:23:54.612
6,ADGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:58,2025-10-19 22:23:55.943
7,AEFES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:01:59.425,2025-10-19 22:23:57.408
8,AFYON,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:00.501,2025-10-19 22:23:58.764
9,AGESA,UFRS_K,Konsolide UFRS,2025-10-19 20:02:02.038,2025-10-19 22:24:00.306
10,AGHOL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:03.475,2025-10-19 22:24:01.401
11,AGROT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:04.893,2025-10-19 22:24:02.76
12,AGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:06.334,2025-10-19 22:24:04.139
13,AHGAZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:07.7,2025-10-19 22:24:05.606
14,AHSGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:09.063,2025-10-19 22:24:07.028
15,AKBNK,UFRS_K,Konsolide UFRS,2025-10-19 20:02:10.488,2025-10-19 22:24:08.696
16,AKCNS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:11.691,2025-10-19 22:24:10.224
17,AKENR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:13.042,2025-10-19 22:24:11.72
18,AKFGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:14.43,2025-10-19 22:24:13.199
19,AKFIS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:15.826,2025-10-19 22:24:14.607
20,AKFYE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:17.223,2025-10-19 22:24:16.059
1201,AKGRT,UFRS_K,Konsolide UFRS,2025-10-19 22:10:31.234,2025-10-19 22:24:17.621
22,AKMGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:19.832,2025-10-19 22:24:19.234
23,AKSA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:21.243,2025-10-19 22:24:20.86
24,AKSEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:22.651,2025-10-19 22:24:22.304
25,AKSGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:24.107,2025-10-19 22:24:23.739
26,AKSUE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:25.698,2025-10-19 22:24:25.142
27,AKYHO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:27.061,2025-10-19 22:24:26.472
28,ALARK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:28.677,2025-10-19 22:24:27.552
29,ALBRK,UFRS_K,Konsolide UFRS,2025-10-19 20:02:30.15,2025-10-19 22:24:29.069
30,ALCAR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:31.546,2025-10-19 22:24:30.606
31,ALCTL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:32.915,2025-10-19 22:24:31.978
32,ALFAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:34.287,2025-10-19 22:24:33.362
33,ALGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:35.766,2025-10-19 22:24:36.451
34,ALKA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:37.225,2025-10-19 22:24:42.071
35,ALKIM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:38.66,2025-10-19 22:24:45.954
36,ALKLC,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:40.026,2025-10-19 22:24:50.418
37,ALTNY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:41.638,2025-10-19 22:24:54.031
38,ALVES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:43.061,2025-10-19 22:24:57.617
39,ANELE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:44.496,2025-10-19 22:25:01.6
40,ANGEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:45.898,2025-10-19 22:25:03.462
41,ANHYT,UFRS_K,Konsolide UFRS,2025-10-19 20:02:47.619,2025-10-19 22:25:05.039
42,ANSGR,UFRS_K,Konsolide UFRS,2025-10-19 20:02:49.346,2025-10-19 22:25:09.445
43,ARASE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:50.857,2025-10-19 22:25:11.897
44,ARCLK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:52.358,2025-10-19 22:25:15.656
45,ARDYZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:53.819,2025-10-19 22:25:21.36
46,ARENA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:55.105,2025-10-19 22:25:24.944
47,ARMGD,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:56.547,2025-10-19 22:25:26.305
48,ARSAN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:57.963,2025-10-19 22:25:27.717
49,ARTMS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:02:59.494,2025-10-19 22:25:29.198
50,ARZUM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:00.979,2025-10-19 22:25:30.598
51,ASELS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:02.574,2025-10-19 22:25:32.127
52,ASGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:04.039,2025-10-19 22:25:33.559
53,ASTOR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:05.156,2025-10-19 22:25:34.987
54,ASUZU,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:06.592,2025-10-19 22:25:36.397
55,ATAGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:08.037,2025-10-19 22:25:37.875
56,ATAKP,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:09.52,2025-10-19 22:25:39.248
57,ATATP,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:10.619,2025-10-19 22:25:40.815
58,ATEKS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:12.031,2025-10-19 22:25:42.151
59,ATLAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:13.504,2025-10-19 22:25:43.503
60,ATSYH,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:14.939,2025-10-19 22:25:44.846
61,AVGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:16.423,2025-10-19 22:25:46.201
62,AVHOL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:17.779,2025-10-19 22:25:47.557
63,AVOD,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:18.814,2025-10-19 22:25:48.895
64,AVPGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:20.195,2025-10-19 22:25:50.249
65,AVTUR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:21.652,2025-10-19 22:25:51.663
66,AYCES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:23.175,2025-10-19 22:25:53.023
67,AYDEM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:24.674,2025-10-19 22:25:54.061
68,AYEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:26.126,2025-10-19 22:25:55.489
69,AYES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:27.694,2025-10-19 22:25:57.009
70,AYGAZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:29.332,2025-10-19 22:25:58.534
71,AZTEK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:30.932,2025-10-19 22:25:59.993
72,BAGFS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:33.032,2025-10-19 22:26:01.42
73,BAHKM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:34.437,2025-10-19 22:26:02.816
74,BAKAB,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:35.823,2025-10-19 22:26:04.275
75,BALAT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:36.972,2025-10-19 22:26:05.717
76,BALSU,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:38.475,2025-10-19 22:26:07.139
77,BANVT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:39.88,2025-10-19 22:26:08.319
78,BARMA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:41.245,2025-10-19 22:26:09.685
79,BASCM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:42.763,2025-10-19 22:26:11.263
80,BASGZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:43.958,2025-10-19 22:26:12.344
81,BAYRK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:45.34,2025-10-19 22:26:13.675
82,BEGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:46.762,2025-10-19 22:26:15.121
83,BERA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:48.369,2025-10-19 22:26:16.148
84,BESLR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:49.79,2025-10-19 22:26:17.534
85,BEYAZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:51.266,2025-10-19 22:26:19.027
86,BFREN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:52.622,2025-10-19 22:26:20.459
87,BIENY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:54.228,2025-10-19 22:26:21.903
88,BIGCH,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:55.766,2025-10-19 22:26:23.525
89,BIGEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:57.216,2025-10-19 22:26:24.969
90,BIMAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:03:58.639,2025-10-19 22:26:26.383
91,BINBN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:00.054,2025-10-19 22:26:27.839
92,BINHO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:01.473,2025-10-19 22:26:28.936
93,BIOEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:02.913,2025-10-19 22:26:30.409
94,BIZIM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:04.334,2025-10-19 22:26:31.815
95,BJKAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:05.797,2025-10-19 22:26:32.966
96,BLCYT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:07.186,2025-10-19 22:26:34.336
97,BLUME,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:08.582,2025-10-19 22:26:36.138
98,BMSCH,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:09.965,2025-10-19 22:26:37.457
99,BMSTL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:11.433,2025-10-19 22:26:38.823
100,BNTAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:12.874,2025-10-19 22:26:40.226
101,BOBET,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:14.403,2025-10-19 22:26:41.656
102,BORLS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:15.83,2025-10-19 22:26:42.707
103,BORSK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:17.316,2025-10-19 22:26:43.785
104,BOSSA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:18.812,2025-10-19 22:26:45.194
105,BRISA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:20.272,2025-10-19 22:26:46.273
106,BRKO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:21.678,2025-10-19 22:26:47.685
107,BRKSN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:23.071,2025-10-19 22:26:49.03
1288,BRKVY,UFRS_B,UFRS: DO&CO K_Finansallar覺,2025-10-19 22:12:30.275,2025-10-19 22:26:50.468
109,BRLSM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:26.04,2025-10-19 22:26:51.481
110,BRMEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:27.503,2025-10-19 22:26:52.809
111,BRSAN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:28.734,2025-10-19 22:26:53.904
112,BRYAT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:30.221,2025-10-19 22:26:55.4
113,BSOKE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:31.384,2025-10-19 22:26:57.131
114,BTCIM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:32.844,2025-10-19 22:26:58.547
115,BUCIM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:34.443,2025-10-19 22:27:00.007
116,BULGS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:35.52,2025-10-19 22:27:01.416
117,BURCE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:36.573,2025-10-19 22:27:02.516
118,BURVA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:37.979,2025-10-19 22:27:03.873
119,BVSAN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:39.086,2025-10-19 22:27:05.325
120,BYDNR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:40.519,2025-10-19 22:27:06.745
121,CANTE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:41.94,2025-10-19 22:27:07.974
122,CASA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:43.321,2025-10-19 22:27:09.39
123,CATES,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:44.797,2025-10-19 22:27:11.155
124,CCOLA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:46.354,2025-10-19 22:27:12.496
125,CELHA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:47.899,2025-10-19 22:27:14.021
126,CEMAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:49.316,2025-10-19 22:27:15.373
127,CEMTS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:50.734,2025-10-19 22:27:16.783
128,CEMZY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:52.166,2025-10-19 22:27:18.423
129,CEOEM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:53.176,2025-10-19 22:27:20.757
130,CGCAM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:54.54,2025-10-19 22:27:22.179
131,CIMSA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:56.114,2025-10-19 22:27:23.208
132,CLEBI,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:57.585,2025-10-19 22:27:24.57
133,CMBTN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:04:59.081,2025-10-19 22:27:26.015
134,CMENT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:00.513,2025-10-19 22:27:27.58
135,CONSE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:01.954,2025-10-19 22:27:28.927
136,COSMO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:03.46,2025-10-19 22:27:30.309
137,CRDFA,XI_29K,Seri XI No:29 Konsolide,2025-10-19 20:05:04.911,2025-10-19 22:27:31.641
138,CRFSA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:06.077,2025-10-19 22:27:32.999
139,CUSAN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:07.54,2025-10-19 22:27:34.331
140,CVKMD,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:09.115,2025-10-19 22:27:35.427
141,CWENE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:10.553,2025-10-19 22:27:36.812
142,DAGI,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:11.998,2025-10-19 22:27:38.213
143,DAPGM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:13.426,2025-10-19 22:27:39.271
144,DARDL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:14.861,2025-10-19 22:27:40.876
145,DCTTR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:16.34,2025-10-19 22:27:42.237
146,DENGE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:17.737,2025-10-19 22:27:43.614
147,DERHL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:19.098,2025-10-19 22:27:44.957
148,DERIM,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:20.497,2025-10-19 22:27:46.307
149,DESA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:22.45,2025-10-19 22:27:47.71
150,DESPC,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:23.925,2025-10-19 22:27:49.046
151,DEVA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:25.324,2025-10-19 22:27:50.11
152,DGATE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:26.812,2025-10-19 22:27:51.508
153,DGGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:28.266,2025-10-19 22:27:52.83
154,DGNMO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:29.801,2025-10-19 22:27:54.219
155,DIRIT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:31.333,2025-10-19 22:27:55.578
156,DITAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:32.835,2025-10-19 22:27:56.935
157,DMRGD,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:34.255,2025-10-19 22:27:58.342
158,DMSAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:35.344,2025-10-19 22:27:59.703
159,DNISI,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:36.515,2025-10-19 22:28:01.105
160,DOAS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:37.585,2025-10-19 22:28:02.25
161,DOBUR,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:38.616,2025-10-19 22:28:03.692
1342,DOCO,UFRS_A,UFRS: DO&CO Finansallar覺,2025-10-19 22:13:46.985,2025-10-19 22:28:05.124
163,DOFER,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:40.591,2025-10-19 22:28:07.23
164,DOFRB,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:42.036,2025-10-19 22:28:08.598
165,DOGUB,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:43.079,2025-10-19 22:28:10.037
166,DOHOL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:44.143,2025-10-19 22:28:11.487
167,DOKTA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:45.222,2025-10-19 22:28:13.174
168,DSTKF,XI_29K,Seri XI No:29 Konsolide,2025-10-19 20:05:46.704,2025-10-19 22:28:14.552
169,DUNYH,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:48.359,2025-10-19 22:28:15.972
170,DURDO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:49.409,2025-10-19 22:28:17.293
171,DURKN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:50.47,2025-10-19 22:28:18.625
172,DYOBY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:51.465,2025-10-19 22:28:20.073
173,DZGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:52.583,2025-10-19 22:28:21.497
174,EBEBK,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:53.631,2025-10-19 22:28:22.849
175,ECILC,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:54.68,2025-10-19 22:28:24.266
176,ECZYT,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:55.664,2025-10-19 22:28:25.598
177,EDATA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:57.236,2025-10-19 22:28:27.037
178,EDIP,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:58.248,2025-10-19 22:28:28.673
179,EFORC,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:05:59.332,2025-10-19 22:28:30.064
180,EGEEN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:00.364,2025-10-19 22:28:31.531
181,EGEGY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:01.845,2025-10-19 22:28:32.974
182,EGEPO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:02.867,2025-10-19 22:28:34.402
183,EGGUB,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:03.923,2025-10-19 22:28:35.806
184,EGPRO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:04.914,2025-10-19 22:28:37.16
185,EGSER,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:05.97,2025-10-19 22:28:38.721
186,EKGYO,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:06.972,2025-10-19 22:28:39.83
187,EKIZ,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:08.014,2025-10-19 22:28:41.264
188,EKOS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:08.981,2025-10-19 22:28:42.676
189,EKSUN,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:10.024,2025-10-19 22:28:44.141
190,ELITE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:11.232,2025-10-19 22:28:45.494
191,EMKEL,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:12.757,2025-10-19 22:28:46.842
192,EMNIS,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:14.202,2025-10-19 22:28:48.174
193,ENDAE,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:15.633,2025-10-19 22:28:49.539
194,ENERY,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:17.12,2025-10-19 22:28:50.637
195,ENJSA,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:18.326,2025-10-19 22:28:52.078
196,ENKAI,XI_29,Seri XI No:29 Konsolide Olmayan,2025-10-19 20:06:19.691,2025-10-19 22:28:53.448
